PMID_x,Title,Abstract,Authors,Affiliations,Journal_Title,Journal_ISO,Keywords,Date_Pub_Year,Date_Pub_Month,Date_Pub_Day,Date_Revise_Year,Date_Revise_Month,Date_Revise_Day,Grants,URL,DOI,PMID_y,Citation_Count,Cited_By_Clin,Cited_By
40795033,Selection Maintains Photosynthesis in a Symbiotic Cyanobacterium Despite Redundancy With its Fern Host.,"Vertically inherited symbionts experience different physical, chemical, and population genetic environments than free-living organisms. As a result, they can experience long-term reductions in effective population size (Ne) and weaker purifying selection on genes that are less important in the host-associated environment. Over time, these forces result in gene loss. A comparative genomic approach using independently evolved symbiotic bacteria and free-living relatives can reveal which genes are important in the symbiotic state. We apply this approach to understand why some diazotrophic cyanobacteria evolving as vertically inherited symbionts of photosynthetic eukaryotic hosts have lost their ancestral capacity for photosynthesis while others have retained that capacity. We look specifically at Trichormus azollae, a diazotrophic cyanobacterium that remains photosynthetic after 50 to 90 Ma as a vertically inherited symbiont of Azolla ferns. We show that gene loss is ongoing, with different genes lost across the eight T. azollae strains examined. We apply molecular evolutionary models to genomes of T. azollae and free-living relatives, finding genome-wide signatures of drift in T. azollae consistent with long-term reductions in Ne. Ribosomal proteins and proteins from the energy-capturing photosynthetic light reactions are under stronger purifying selection than genes from other pathways, including nitrogen fixation and photosynthetic carbon fixation. Strong purifying selection is expected for the ribosome given its extraordinary levels of conservation, even in ancient vertically inherited symbionts. That genes in the light reactions are under strong purifying selection and never lost in any strain suggests that energy capture, likely required for energy-intensive nitrogen fixation, remains important to this symbiont.","Friar, Liam; Keepers, Kyle; Garber, Arkadiy I; McCutcheon, John P; Wing, Boswell; Kane, Nolan C","Biodesign Institute and School of Life Sciences, Arizona State University, Tempe, AZ, USA.; Department of Geological Sciences, University of Colorado, Boulder, CO, USA.; Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, CO, USA.; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",Molecular biology and evolution,Mol Biol Evol,"Symbiosis, Photosynthesis, Cyanobacteria, Selection, Genetic, Ferns, Evolution, Molecular, Genome, Bacterial",2025,08,07,2025,09,14,NONE_NONE_National Aeronautics and Space Administration of the U.S.A_; 80NSSC23K1357_NONE_NASA ICAR_,https://www.ncbi.nlm.nih.gov/pubmed/40795033,10.1093/molbev/msaf181,40795033,0,,
40852875,Convergent Evolution in Amblyopsid Cavefishes and the Age of Eastern North American Subterranean Ecosystems.,"Genomes provide tools for reconstructing organismal evolution and larger Earth system processes. Although genome sequences have been jointly analyzed with geological data to understand links between biological evolution and geological phenomena such as erosion and uplift, genomic and natural history observations have seldom been leveraged to reconstruct the timescale of landscape change in cases where traditional methods from the Earth sciences cannot. Here, we reconstruct the genomic evolution of cave-adapted amblyopsid fishes. Although high-resolution computed tomography reveals the strikingly similar skeletons of cave-adapted lineages, our analyses of the genomes of all species in this clade suggest that amblyopsids independently colonized caves and degenerated their eyes at least four times after descending from populations that already possessed adaptations to low-light environments. By examining pseudogenization through loss-of-function mutations in amblyopsids, we infer that the genomic bases of their vision degenerated over millions of years. We leverage these data to infer the ages of subterranean karstic ecosystems in eastern North America, which are difficult to date using standard geochronologic techniques. Our results support ancient ages for imperiled North American cave biotas and show how genomes can be used to inform the timescale of landscape evolution.","Brownstein, Chase D; Policarpo, Maxime; Harrington, Richard C; Hoffman, Eva A; Stokes, Maya F; Casane, Didier; Near, Thomas J","CNRS, IRD, UMR Évolution, Génomes, Comportement et Écologie, Université Paris-Saclay, Gif-sur-Yvette 91198, France.; UFR Sciences du Vivant, Université Paris Cité, Paris 75013, France.; Department of Ecology and Evolutionary Biology, Yale University, New Haven, CT, USA.; Zoological Institute, Department of Environmental Sciences, University of Basel, Basel, Switzerland.; Yale Peabody Museum, New Haven, CT, USA.; South Carolina Department of Natural Resources, Marine Resources Institute, Charleston, SC, USA.; Division of Paleontology, American Museum of Natural History, New York, NY, USA.; Department of Earth, Ocean, & Atmospheric Science, Florida State University, Tallahassee, FL, USA.; Evolution of Sensory and Physiological Systems, Max Planck Institute for Biological Intelligence, Martinsried, Germany.",Molecular biology and evolution,Mol Biol Evol,"Animals, Caves, Biological Evolution, Ecosystem, North America, Fishes, Phylogeny, Genome, Evolution, Molecular",2025,06,16,2025,08,29,NONE_NONE_Yale Peabody Museum_; NONE_NONE_Bigham Oceanographic Fund_; NONE_NONE_Yale Training Program in Genetics_,https://www.ncbi.nlm.nih.gov/pubmed/40852875,10.1093/molbev/msaf185,40852875,0,0,NONE
40812782,Metabolomics-Guided Genomic Comparisons Reveal Convergent Evolution of Hibernation Genes in Mammals.,"Hibernation exists in several unrelated mammalian lineages, allowing animals to survive extreme 0environmental conditions through profound physiological shifts, including reduced metabolic rate, heart rate, respiration, and body temperature. These physiological shifts allow hibernators to rely solely on fat reserves, simultaneously avoiding the adverse effects of prolonged immobility seen in nonhibernating species. Although research on individual species has highlighted key aspects of these adaptations, the genetic basis of hibernation across mammals remains poorly understood. Synthesizing both single species and comparative approaches, we use metabolomic data from waking and hibernating black bears (Ursus americanus) to guide bioinformatic analyses of genes using tests of selection and evolutionary rate convergence across independent lineages of hibernating mammals. Our analyses reveal significant changes in carnitine levels between states. Using public databases, we generate candidate genes which may contribute to regulation of carnitine, and use these to test for signatures of selection across several independent lineages of hibernating mammals. We also utilize a dataset of 19k proteins across 120 mammalian genomes to identify genes evolving at convergent rates across hibernating mammals. Using both approaches, we find several novel genes likely to impact carnitine metabolism and related functions vital to hibernation such as metabolic shifts, oxidative stress, and tissue preservation. These findings provide new insights into the genetic basis of hibernation and offer promising targets for translational research, including the development of clinical therapies that mimic hibernation-like states for applications in medicine and space exploration.","Drabeck, Danielle H; Anderson, Myana; Roback, Emma Y; Lusczek, Elizabeth R; Tri, Andrew N; Lassen, Jens Flensted; Kowalczyk, Amanda E; McGaugh, Suzanne; Iles, Tinen L","Department of Cardiology B, Odense University Hospital Odense, Odense, Denmark.; Forest Wildlife and Populations Research Group, Minnesota Department of Natural Resources, Grand Rapids, MN, USA.; Department of Surgery, Medical School, University of Minnesota, Minneapolis, MN, USA.; Form Bio, Austin, TX, USA.; Department of Ecology, Evolution, and Behavior, College of Biological Sciences, University of Minnesota, Saint Paul, MN, USA.",Molecular biology and evolution,Mol Biol Evol,"Animals, Hibernation, Ursidae, Evolution, Molecular, Metabolomics, Carnitine, Mammals, Biological Evolution",2025,08,14,2025,08,28,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40812782,10.1093/molbev/msaf188,40812782,0,,
40827640,The ChickenGTEx portal: a pan-tissue catalogue of regulatory variants shaping transcriptomic and phenotypic diversity.,"A systematic dissection of the functional impacts of non-coding variations across diverse tissues and cell types is essential for deciphering the molecular architecture underlying complex traits. Given the significance of chickens as both a key livestock species and a fundamental model organism, the development of an integrative genomics resource is imperative. Leveraging SNP-to-gene-to-trait linking strategies-including molecular quantitative trait loci (molQTL), regulatory elements, and context- or environment-dependent regulatory heterogeneity-we developed the ChickenGTEx portal (http://chicken.farmgtex.org), which provides a comprehensive catalogue of regulatory effects on transcriptomic and phenotypic diversity across tissues, cell types, and sexes. Key features of the resource include a genotype imputation panel of 2869 chickens from 123 breeds worldwide, five types of molecular phenotypes across 28 tissues, ∼2.2 million molQTL, 806 229 fine-mapped molQTL, 1956 context-dependent molQTL, 257 genome-wide profiles of 7 epigenetic marks (representing 15 chromatin states) from 23 tissues, 185 376 single-cell expression profiles across 191 cell clusters from 9 tissues, and 96 386 gene-trait associations covering 108 economically important traits. In summary, the ChickenGTEx portal will serve as an invaluable resource for advancing research in fundamental and evolutionary biology, chicken precision breeding, and eventually human biomedicine.","Hou, Yali; Zou, Dong; Chu, Qin; Zhan, Bujie; Wang, Ruizhen; Guan, Dailu; Wang, Wannian; Feng, Xiao; Li, Xin; Zhu, Xiaoning; Bai, Zhonghao; Gao, Yahui; Yin, Hongwei; Xu, Tianyi; Yuan, Zhixiang; Hu, Xiaoxiang; Yang, Ning; Zhou, Huaijun; Fang, Lingzhao; Zhang, Zhang","Institute of Animal Husbandry and Veterinary Medicine, Beijing Academy of Agriculture and Forestry Sciences, Beijing 100097, China.; Department of Animal Science, Shanxi Agricultural University, Taigu 030801, China.; Department of Basic Medical Sciences, Medical College, Longdong University, Qingyang 745000, China.; State Key Laboratory of Animal Biotech Breeding; National Germplasm Center of Domestic Animal Resources, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing 100193, China.; State Key Laboratory of Livestock and Poultry Breeding, Guangdong Provincial Key Lab of Agro-Animal Genomics and Molecular Breeding, College of Animal Science, South China Agricultural University, Guangzhou 510642, China.; Academy of Chinese Medical Sciences, Henan University of Chinese Medicine, Zhengzhou 450046, China.; Department of Animal Science, University of California, Davis, CA 95616, United States.; State Key Laboratory of Animal Biotech Breeding, College of Biological Sciences, China Agricultural University, Beijing 100193, China.; Shenzhen Branch, Guangdong Laboratory of Lingnan Modern Agriculture, Key Laboratory of Livestock and Poultry Multi-omics of MARA, Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518124, China.; National Genomics Data Center, China National Center for Bioinformation, Beijing 100101, China.; College of Animal Science and Technology, China Agricultural University, Beijing 100193, China.; Center for Quantitative Genetics and Genomics (QGG), Aarhus University, Aarhus 8000, Denmark.; Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.",Nucleic acids research,Nucleic Acids Res,,2025,08,19,2025,08,19,Y2025PT02_NONE_Central Public-interest Scientific Institution Basal Research_; NONE_NONE_Open Biodiversity and Health Big Data Programme of IUBS_; 32030021_NONE_National Natural Science Foundation of China_; ASTIP-IAS-04-2_NONE_Agricultural Science and Technology Innovation Program_; T2425005_NONE_National Natural Science Foundation of China_; NONE_NONE_Chinese Academy of Agricultural Sciences_; 153F11KYSB20160008_NONE_Chinese Academy of Sciences_; 2024YFF1000100_NONE_National Key Research and Development Program of China_,https://www.ncbi.nlm.nih.gov/pubmed/40827640,10.1093/nar/gkaf731,40827640,0,,
40808301,Oncodrive3D: fast and accurate detection of structural clusters of somatic mutations under positive selection.,"Identifying the genes capable of driving tumorigenesis in different tissues is one of the central goals of cancer genomics. Computational methods that exploit different signals of positive selection in the pattern of mutations observed in genes across tumors have been developed to this end. One such signal of positive selection is clustering of mutations in areas of the three-dimensional (3D) structure of the protein above the expectation under neutrality. Methods that exploit this signal have been hindered by the paucity of proteins with experimentally solved 3D structures covering their entire sequence. Here, we present Oncodrive3D, a computational method that, by exploiting AlphaFold 2 structural models, extends the identification of proteins with significant mutational 3D clusters to the entire human proteome. Oncodrive3D shows sensitivity and specificity on par with state-of-the-art cancer driver gene identification methods exploiting mutational clustering and clearly outperforms them in computational efficiency. We demonstrate, through several examples, how significant mutational 3D clusters identified by Oncodrive3D in different known or potential cancer driver genes can reveal details about the mechanism of tumorigenesis in different cancer types and in clonal hematopoiesis.","Pellegrini, Stefano; Dove-Estrella, Olivia; Muiños, Ferran; Lopez-Bigas, Nuria; Gonzalez-Perez, Abel","Institució Catalana de Recerca i Estudis Avançats (ICREA), Barcelona 08010, Spain.; Centro de Investigación Biomédica en Red en Cáncer (CIBERONC), Instituto de Salud Carlos III, Madrid 28029, Spain.; Department of Medicine and Life Sciences, Universitat Pompeu Fabra, Barcelona 08003, Spain.; Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, Baldiri Reixac 10, Barcelona 08028, Spain.",Nucleic acids research,Nucleic Acids Res,"Humans, Mutation, Neoplasms, Software, Selection, Genetic, Models, Molecular, Cluster Analysis, Protein Conformation, Genomics",2025,08,14,2025,08,26,NONE_NONE_FSE_; AEI/10.13039/501100011033/_NONE_MCIN_; PID2021-126568OB-I00_NONE_Horizon Europe_; 101057509_NONE_Horizon Europe_; HORIZON-HLTH-2021-CARE-05-02_NONE_Horizon Europe_; NONE_NONE_Spanish Ministry of Science_; PRE2021-096986_NONE_MCIN_,https://www.ncbi.nlm.nih.gov/pubmed/40808301,10.1093/nar/gkaf776,40808301,0,,
40842240,ECSFinder: optimized prediction of evolutionarily conserved RNA secondary structures from genome sequences.,"Accurate prediction of RNA secondary structures is essential for understanding the evolutionary conservation and functional roles of long noncoding RNAs (lncRNAs) across diverse species. In this study, we benchmarked two leading tools for predicting evolutionarily conserved RNA secondary structures (ECSs), SISSIz and R-scape, using two distinct experimental frameworks: one focusing on well-characterized mitochondrial RNA structures and the other on experimentally validated Rfam structures embedded within simulated genome alignments. While both tools performed similarly overall, each displayed subtle preferences in detecting ECSs. To overcome their individual limitations, we evaluated two interpretable machine learning approaches that integrate the strengths of both methods. By balancing thermodynamic stability features from RNALalifold and SISSIz with robust covariation metrics from R-scape, a random forest model classifier significantly outperformed individual tools in identifying ECSs. This classifier was implemented in ECSFinder, a new tool designed for large-scale comparative genomics applications, that can provide robust, genome-wide identification of conserved RNA structures, and offer valuable insights into the modular elements and evolutionary conservation of lncRNAs.","Gaonac'h-Lovejoy, Vanda; Mattick, John S; Sauvageau, Martin; Smith, Martin A","Department of Biochemistry and Molecular Medicine, Université de Montréal, Montreal, QC H3T 1J4, Canada.; UNSW RNA Institute, UNSW Sydney, NSW 2052, Australia.; School of Biotechnology and Biomolecular Sciences, UNSW Sydney, NSW 2052, Australia.; Department of Biochemistry and Center for RNA Sciences, McGill University, Montreal, QC H3G 1Y6, Canada.; CHU Sainte-Justine Research Centre, Montreal, QC H3T 1C5, Canada.; Montreal Clinical Research Institute, Montreal, QC H2W 1R7, Canada.",Nucleic acids research,Nucleic Acids Res,"Nucleic Acid Conformation, Evolution, Molecular, RNA, Long Noncoding, Conserved Sequence, Software, RNA, Humans, Machine Learning, RNA, Mitochondrial, Animals, Algorithms, Genomics",2025,07,25,2025,08,27,zci-624_NONE_Fonds de Recherche du Québec - Santé_; 305 111_NONE_FRQS_; 284 217_NONE_Fonds de Recherche du Québec - Santé_; RGPIN-2022-04265_NONE_Natural Sciences and Engineering Research Council of Canada_; NONE_NONE_Digital Research Alliance of Canada_; NONE_NONE_CHU Sainte-Justine Research Centre_; RG193211_NONE_UNSW Sydney_; NONE_NONE_DeSève Foundation_; 330 732_NONE_FRQS Research Scholar Junior 2_,https://www.ncbi.nlm.nih.gov/pubmed/40842240,10.1093/nar/gkaf780,40842240,0,0,NONE
40829801,Kingdom-wide CRISPR guide design with ALLEGRO.,"Designing CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) single guide RNA (sgRNA) libraries targeting entire kingdoms of life will significantly advance genetic research in diverse and underexplored taxa. Current sgRNA design tools are often species-specific and fail to scale to large, phylogenetically diverse datasets, limiting their applicability to comparative genomics, evolutionary studies, and biotechnology. Here, we introduce ALLEGRO, a combinatorial optimization algorithm designed to compose minimal, yet highly effective sgRNA libraries targeting thousands of species at the same time. Leveraging integer linear programming, ALLEGRO identified compact sgRNA sets simultaneously targeting multiple genes of interest for over 2000 species across the fungal kingdom. We experimentally validated sgRNAs designed by ALLEGRO in Kluyveromyces marxianus, Komagataella phaffii, Yarrowia lipolytica, and Saccharomyces cerevisiae, confirming successful genome edits. Additionally, we employed a generalized Cas9-ribonucleoprotein delivery system to apply ALLEGRO's sgRNA libraries to untested fungal genomes, such as Rhodotorula araucariae. Our experimental findings, together with cross-validation, demonstrate that ALLEGRO facilitates efficient CRISPR genome editing, enabling the development of universal sgRNA libraries applicable to entire taxonomic groups.","Mohseni, Amirsadra; Nia, Reyhane Ghorbani; Tafrishi, Aida; López, Mario León; Liu, Xin-Zhan; Stajich, Jason E; Lonardi, Stefano; Wheeldon, Ian","Microbiology and Plant Pathology, University of California, Riverside, CA 92521, United States.; Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.; Bioengineering, University of California, Riverside, CA 92521, United States.; Computer Science and Engineering, University of California, Riverside, CA 92521, United States.; Chemical and Environmental Engineering, University of California, Riverside, CA 92521, United States.",Nucleic acids research,Nucleic Acids Res,"RNA, Guide, CRISPR-Cas Systems, CRISPR-Cas Systems, Genome, Fungal, Gene Editing, Algorithms, Kluyveromyces, Saccharomyces cerevisiae, Clustered Regularly Interspaced Short Palindromic Repeats, Yarrowia, Rhodotorula, Gene Library, Saccharomycetales",2025,08,19,2025,08,23,"EF-2125066_NONE_National Science Foundation_; CA-R-PPA-211-5062-H_NONE_U.S. Department of Agriculture, National Institute of Food and Agriculture_; NSF-2225878_NONE_Chemical, Bioengineering, Environmental and Transport Systems_; DBI-2400327_NONE_National Science Foundation_",https://www.ncbi.nlm.nih.gov/pubmed/40829801,10.1093/nar/gkaf783,40829801,1,,[40566685]
40918064,Cell-free DNA as a potential alternative to genomic DNA in genetic studies.,"Next-generation sequencing has greatly advanced genomics, enabling large-scale studies of population genetics and complex traits. Genomic DNA (gDNA) from white blood cells has traditionally been the main data source, but cell-free DNA (cfDNA), found in bodily fluids as fragmented DNA, is increasingly recognized as a valuable biomarker in clinical and genetic studies. However, a direct comparison between cfDNA and gDNA has not been fully explored. In this study, we analyzed cfDNA and gDNA from 186 healthy individuals, using the same sequencing platform. We compared sequencing quality, variant detection, allele frequencies (AF), genotype concordance, population structure, and genomic association results (genome-wide association study and expression quantitative trait locus). While cfDNA showed higher duplication rates and lower effective sequencing depth, both DNA types displayed similar quality metrics at the same depth. We also observed that significant depth differences between cfDNA and gDNA were mainly found in centromeric regions. While gDNA identified more variants with more uniform coverage, AF spectra, population structure, and genomic associations were largely consistent between the two DNA types. This study provides a detailed comparison of cfDNA and gDNA, highlighting the potential of cfDNA as an alternative to gDNA in genomic research. Our findings could serve as a reference for future studies on cfDNA and gDNA.","Zeng, Jingyu; Zhu, Huanhuan; Wang, Yu; Zeng, Guodan; Liu, Panhong; Ou, Rijing; Lan, Xianmei; Zheng, Yuhui; Zhao, Chenhui; Li, Linxuan; Zhang, Haiqiang; Yin, Jianhua; Liao, Mingzhi; Zhang, Yan; Jin, Xin","Shenzhen Key Laboratory of Transomics Biotechnologies, BGI Research, Shenzhen 518083, China.; College of Life Sciences, Northwest A&F University, Yangling, Shaanxi 712100, China.; The Innovation Centre of Ministry of Education for Development and Diseases, School of Medicine, South China University of Technology, Guangzhou 510006, China.; Shanxi Medical University-BGI Collaborative Center for Future Medicine, Shanxi Medical University, Taiyuan 030001, China.; State Key Laboratory of Genome and Multi-Omics Technologies, BGI Research, Shenzhen518083, China.; College of Life Sciences, University of Chinese Academy of Sciences, Beijing 100049, China.; BGI Research, Shenzhen 518083, China.",NAR genomics and bioinformatics,NAR Genom Bioinform,"Humans, Cell-Free Nucleic Acids, Genome-Wide Association Study, High-Throughput Nucleotide Sequencing, Gene Frequency, Male, Female, Quantitative Trait Loci, Polymorphism, Single Nucleotide, DNA, Genomics, Genome, Human, Sequence Analysis, DNA",2025,09,09,2025,09,10,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40918064,10.1093/nargab/lqaf119,40918064,0,0,NONE
40891323,Genomics correlates of brain metastasis and progression in colorectal cancer.,"Brain metastasis (BM) in colorectal cancer (CRC) is a rare event that undermines longevity and neurocognitive function. However, the molecular basis of BM in CRC is poorly understood. We analyzed next-generation sequencing (NGS) from patients with CRC to identify genomic features associated with BM and intracranial progression (IP). Patients with CRC who had NGS between 2014 and 2024 were included. Sequenced tumor specimens were classified by the anatomic site of biopsy as primary tumors (PT), extracranial metastases (EM), or BM. Sequenced PT specimens were compared to identify genomic differences between patients who did and did not develop BM. Among patients with BM, sequenced tumor specimens were compared to identify genomic differences by anatomic site. Sequenced BM samples were compared to identify genomic differences between patients who and did not experience IP after BM-directed local therapy. This analysis included 5526 with NGS of CRC, including 269 patients with BM. PT of patients who developed BM more frequently contained alterations in the KRAS, BRAF, and SMAD4, compared with PT of patients without BM. Among patients with BM, resected BM specimens had greater tumor mutation burden, fraction of genome altered, and frequency of TP53, SMAD4, and MYC alterations, compared with extracranial tumor specimens. Patients with BM carrying SMAD4 or PI3K pathway alterations showed a trend toward earlier IP after BM-directed therapy. This study identifies novel genomic associations with intracranial metastasis and progression in CRC, suggesting a potential basis for personalized clinical management.","Gui, Chengcheng; Walch, Henry S; Mueller, Kirin D; Boe, Lillian A; Skakodub, Anna; Miao, Emily; Khatri, Ishaani; Kumar, Rahul; Padilla Mazzeo, Michel; Shen, Junchao; Cooper, Claire; Parker, Mitchell; Hsu, Audree; Patel, Roshal R; Ilica, A Turan; Stember, Joseph N; Eichholz, Jordan E; Bou Nassif, Rabih; Yu, Kenny K H; Wilcox, Jessica A; Manca, Paolo; Yu, Yao; Yamada, Yoshiya; Imber, Brandon S; Maron, Steven B; Foote, Michael B; Chatila, Walid K; Yaeger, Rona; Schultz, Nikolaus; Pike, Luke R G","Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Department of Neurological Surgery, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Oncologia Medica 1, Fondazione IRCCS Istituto Nazionale dei Tumori, Via Venezian 1, Milan, Italy 20133.; Department of Radiology, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Marie-Josée and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Department of Neurology, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.; Department of Medicine, Memorial Sloan Kettering Cancer Center, 1275 York Ave., New York, NY, USA 10065.",Neuro-oncology,Neuro Oncol,,2025,08,28,2025,09,02,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40891323,10.1093/neuonc/noaf198,,,,
40796116,Characterization of a novel comprehensive genomic profiling test with better detection of heterozygous deletions and RNA-based gene fusion analysis.,"Cancer genomic profiling has revolutionized cancer research and clinical practice by facilitating personalized medicine approaches. Next-generation sequencing technologies have played a pivotal role in expanding the possibilities of cancer genomics, providing a comprehensive view of the genomic landscape of tumors and identifying potential therapeutic targets. In Japan, the approval of several cancer-related gene panel tests has accelerated the implementation of cancer genomic medicine. However, there remains a need for evidence-based selection criteria for the different panel tests available. Among these tests, ACTOnco+® stands out as a comprehensive cancer genomic profiling tool. In this study, we compared 110 samples from 29 different tumor types using FoundationOne® CDx (324 genes for DNA analysis) and ACTOnco+® (440 genes for DNA and 31 genes for RNA analysis). Overall, the mutation profiles between the 2 assays exhibited 82.8% positive agreement in reported sequence alterations in clinically actionable genes, including single nucleotide variants and insertions-deletions. Copy number gains showed concordance of 76.9%, and copy number losses in 66.7%. In the case of KIAA1549-BRAF fusion-positive astrocytoma, the fusion event was not detected by DNA only test, but RNA sequencing identified the rearrangement. The patient exhibited clinical benefit from MEK inhibitor treatment. Tumor mutational burden and microsatellite instability (MSI) demonstrated high concordance across various cancer types. ACTOnco+® identified a total of 329 heterozygous deletions, which were subsequently validated for reliability using FISH analysis. Gene profiling with ACTOnco+® exhibited comparable results to FoundationOne® CDx, thereby contributing to future personalized medicine endeavors.","Kakuta, Ryouta; Takemoto, Akira; Tanimoto, Kousuke; Noji, Rika; Kudo, Ryo; Kano, Yoshihito; Ando, Yayoi; Simoi, Tatsunori; Kinugasa, Yusuke; Ikeda, Sadakatsu","Department of Gastrointestinal Surgery, Tokyo Medical and Dental University, Tokyo, Japan.; Department of Precision Cancer Medicine, Tokyo Medical and Dental University Hospital, Tokyo, Japan.; Research Core, Institute of Research, Tokyo Medical and Dental University, Tokyo, Japan.; Disease Biorepository Center, Tokyo Medical and Dental University, Tokyo, Japan.; Department of Clinical Oncology, Tokyo Medical and Dental University Hospital, Tokyo, Japan.; Clinical Research Support Office, Research Management Division, National Cancer Center Hospital, Tokyo, Japan.; Department of Oral Surgery, Tokyo Medical and Dental University Hospital, Tokyo, Japan.; Moores Cancer Center, University of California, San Diego, USA.; Department of Surgery, Kyoto Katsura Hospital, Kyoto, Japan.; Department of Medical Oncology, National Cancer Center Hospital, Tokyo, Japan.",The oncologist,Oncologist,"Humans, Neoplasms, High-Throughput Nucleotide Sequencing, Genomics, Gene Fusion, Heterozygote, Female, Male",2025,08,11,2025,08,26,"NONE_NONE_ACT Genomics, Inc_",https://www.ncbi.nlm.nih.gov/pubmed/40796116,10.1093/oncolo/oyaf056,40796116,0,,
40899695,NMOD: A Multi-Dimensional Omics Database for Disease Resistance Research in Nicotiana.,"High-throughput sequencing has generated extensive omics data for Nicotiana species, a key model genus in the Solanaceae family. However, fragmented data and limited cross-species integration in current databases hinder the identification of disease-resistant genes and germplasm innovation. To address these challenges, we developed Nicotiana Multi-Dimensional Omics Database (http://biodb.com.cn/NMOD/index.html). This database systematically integrates whole-genome data from 23 tobacco varieties, 168 transcriptome datasets, 777 million variation sites, and phenotypic-agronomic data from 146 global germplasm accessions. NMOD emphasizes the annotation of 29 disease-resistant gene families across 10 representative varieties, performs differential expression analysis on transcriptomes under different disease resistance treatments and integrates tools for genomic visualization (JBrowse), homology searching (BLAST), and functional enrichment analysis. In summary, NMOD provides extensive insights into tobacco genomics and genetics, holding promise to enhance future research on disease resistance mechanisms and molecular breeding in tobacco.","Xu, He; Song, Yanru; Li, Bin; Song, Kangkang; Zhang, Xiaohua; Zheng, Wenna; Tan, Bin; Yang, Long","Agricultural Big-Data Research Center and College of Plant Protection, Shandong Agricultural University, Tai'an, 271018, China.; The Key Laboratory of Plant Development and Environmental Adaptation Biology, Ministry of Education, School of Life Sciences, Shandong University, Qingdao, 266237, China.",Plant & cell physiology,Plant Cell Physiol,,2025,09,03,2025,09,03,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40899695,10.1093/pcp/pcaf101,,,,
