ARXIVID,Title,Abstract,Authors,Affiliations,Date_published,URL
2508.05278v1,A near-exact linear mixed model for genome-wide association studies,"Linear mixed models (LMM) are widely adopted in genome-wide association studies (GWAS) to account for population stratification and cryptic relatedness. However, the parameter estimation of LMMs imposes substantial computational burdens due to large-scale operations on genetic similarity matrices (GSM). We introduced the near-exact linear mixed model (NExt-LMM), a novel LMM framework that overcomes critical computational bottlenecks in GWAS through the following key innovations. Firstly, we exploit the inherent low-rank structure of the GSM iteratively with the Hierarchical Off-Diagonal Low-Rank (HODLR) format, which is much faster than traditional decomposition methods. Secondly, we leverage the HODLR-approximated GSM to dramatically accelerate the further maximum likelihood estimation with the shared heritability ratios. Moreover, we establish rigorous error bounds for the NExt-LMM estimator, proving that Kullback-Leibler divergence between the approximated and exact estimators can be arbitrarily small. Consequently, our proposed dual approach accelerates inference of LMMs while guaranteeing low approximation errors. We use numerical experiments to demonstrate that the NExt-LMM significantly improves inference efficiency compared to existing methods. We develop a Python package that is available at https://github.com/ZhibinPU/NExt-LMM.",Zhibin Pu; Shufei Ge; Shijia Wang,,2025-08-07T11:23:05Z,http://arxiv.org/abs/2508.05278v1
2508.08200v1,Pangenome-guided sequence assembly via binary optimisation,"De novo genome assembly is challenging in highly repetitive regions; however, reference-guided assemblers often suffer from bias. We propose a framework for pangenome-guided sequence assembly, which can resolve short-read data in complex regions without bias towards a single reference genome. Our method frames assembly as a graph traversal optimisation problem, which can be implemented on quantum computers. The pipeline first annotates pangenome graphs with estimated copy numbers for each node, then finds a path on the graph that best explains those copy numbers. On simulated data, our approach significantly reduces the number of contigs compared to de novo assemblers. While it introduces a small increase in inaccuracies, such as false joins, our optimisation-based methods are competitive with current exhaustive search techniques. They are also designed to scale more efficiently as the problem size grows and will run effectively on future quantum computers.",Josh Cudby; James Bonfield; Chenxi Zhou; Richard Durbin; Sergii Strelchuk,,2025-08-11T17:17:21Z,http://arxiv.org/abs/2508.08200v1
2508.09212v1,Deep Generative Models for Discrete Genotype Simulation,"Deep generative models open new avenues for simulating realistic genomic data while preserving privacy and addressing data accessibility constraints. While previous studies have primarily focused on generating gene expression or haplotype data, this study explores generating genotype data in both unconditioned and phenotype-conditioned settings, which is inherently more challenging due to the discrete nature of genotype data. In this work, we developed and evaluated commonly used generative models, including Variational Autoencoders (VAEs), Diffusion Models, and Generative Adversarial Networks (GANs), and proposed adaptation tailored to discrete genotype data. We conducted extensive experiments on large-scale datasets, including all chromosomes from cow and multiple chromosomes from human. Model performance was assessed using a well-established set of metrics drawn from both deep learning and quantitative genetics literature. Our results show that these models can effectively capture genetic patterns and preserve genotype-phenotype association. Our findings provide a comprehensive comparison of these models and offer practical guidelines for future research in genotype simulation. We have made our code publicly available at https://github.com/SihanXXX/DiscreteGenoGen.",Sihan Xie; Thierry Tribout; Didier Boichard; Blaise Hanczar; Julien Chiquet; Eric Barrey,GABI; GABI; GABI; IBISC; MIA Paris-Saclay; GABI,2025-08-11T11:56:03Z,http://arxiv.org/abs/2508.09212v1
2508.13498v1,Improving the FAIRness and Sustainability of the NHGRI Resources   Ecosystem,"In 2024, NHGRI-funded genomic resource projects completed a Self-Assessment Tool (SAT) and interviews to evaluate their application of FAIR (Findable, Accessible, Interoperable, Reusable) principles and sustainability. Key challenges were identified in metadata tools, data curation, variant identifiers, and data processing. Addressing these needs, we engaged the community through webinars and discussions, leading to a two-day workshop in March 2025. The workshop developed targeted recommendations, including improving transparency, standardizing identifiers, enhancing usability, implementing APIs, leveraging AI/ML for curation, and evaluating impact. These outcomes provide a framework for advancing FAIR practices, fostering collaboration, and strengthening the sustainability of NHGRI resources.",Larry Babb; Carol Bult; Vincent J. Carey; Robert J. Carroll; Benjamin C. Hitz; Chris J. Mungall; Heidi L. Rehm; Michael C. Schatz; Alex Wagner; NHGRI Resource Workshop Community,,2025-08-19T04:17:24Z,http://arxiv.org/abs/2508.13498v1
2508.17213v1,Multi-modal Knowledge Decomposition based Online Distillation for   Biomarker Prediction in Breast Cancer Histopathology,"Immunohistochemical (IHC) biomarker prediction benefits from multi-modal data fusion analysis. However, the simultaneous acquisition of multi-modal data, such as genomic and pathological information, is often challenging due to cost or technical limitations. To address this challenge, we propose an online distillation approach based on Multi-modal Knowledge Decomposition (MKD) to enhance IHC biomarker prediction in haematoxylin and eosin (H\&E) stained histopathology images. This method leverages paired genomic-pathology data during training while enabling inference using either pathology slides alone or both modalities. Two teacher and one student models are developed to extract modality-specific and modality-general features by minimizing the MKD loss. To maintain the internal structural relationships between samples, Similarity-preserving Knowledge Distillation (SKD) is applied. Additionally, Collaborative Learning for Online Distillation (CLOD) facilitates mutual learning between teacher and student models, encouraging diverse and complementary learning dynamics. Experiments on the TCGA-BRCA and in-house QHSU datasets demonstrate that our approach achieves superior performance in IHC biomarker prediction using uni-modal data. Our code is available at https://github.com/qiyuanzz/MICCAI2025_MKD.",Qibin Zhang; Xinyu Hao; Qiao Chen; Rui Xu; Fengyu Cong; Cheng Lu; Hongming Xu,,2025-08-24T04:56:17Z,http://arxiv.org/abs/2508.17213v1
2508.18638v1,Biologically Disentangled Multi-Omic Modeling Reveals Mechanistic   Insights into Pan-Cancer Immunotherapy Resistance,"Immune checkpoint inhibitors (ICIs) have transformed cancer treatment, yet patient responses remain highly variable, and the biological mechanisms underlying resistance are poorly understood. While machine learning models hold promise for predicting responses to ICIs, most existing methods lack interpretability and do not effectively leverage the biological structure inherent to multi-omics data. Here, we introduce the Biologically Disentangled Variational Autoencoder (BDVAE), a deep generative model that integrates transcriptomic and genomic data through modality- and pathway-specific encoders. Unlike existing rigid, pathway-informed models, BDVAE employs a modular encoder architecture combined with variational inference to learn biologically meaningful latent features associated with immune, genomic, and metabolic processes. Applied to a pan-cancer cohort of 366 patients across four cancer types treated with ICIs, BDVAE accurately predicts treatment response (AUC-ROC = 0.94 on unseen test data) and uncovers critical resistance mechanisms, including immune suppression, metabolic shifts, and neuronal signaling. Importantly, BDVAE reveals that resistance spans a continuous biological spectrum rather than strictly binary states, reflecting gradations of tumor dysfunction. Several latent features correlate with survival outcomes and known clinical subtypes, demonstrating BDVAE's capability to generate interpretable, clinically relevant insights. These findings underscore the value of biologically structured machine learning in elucidating complex resistance patterns and guiding precision immunotherapy strategies.",Ifrah Tariq; Ernest Fraenkel,,2025-08-26T03:33:56Z,http://arxiv.org/abs/2508.18638v1
2509.00200v1,Simulation-based inference of yeast centromeres,"The chromatin folding and the spatial arrangement of chromosomes in the cell play a crucial role in DNA replication and genes expression. An improper chromatin folding could lead to malfunctions and, over time, diseases. For eukaryotes, centromeres are essential for proper chromosome segregation and folding. Despite extensive research using de novo sequencing of genomes and annotation analysis, centromere locations in yeasts remain difficult to infer and are still unknown in most species. Recently, genome-wide chromosome conformation capture coupled with next-generation sequencing (Hi-C) has become one of the leading methods to investigate chromosome structures. Some recent studies have used Hi-C data to give a point estimate of each centromere, but those approaches highly rely on a good pre-localization. Here, we present a novel approach that infers in a stochastic manner the locations of all centromeres in budding yeast based on both the experimental Hi-C map and simulated contact maps.",Eloïse Touron; Pedro L. C. Rodrigues; Julyan Arbel; Nelle Varoquaux; Michael Arbel,,2025-08-29T19:23:06Z,http://arxiv.org/abs/2509.00200v1
2509.00897v1,Network Community Detection and Novelty Scoring Reveal Underexplored Hub   Genes in Rheumatoid Arthritis,"Understanding the modular structure and central elements of complex biological networks is critical for uncovering system-level mechanisms in disease. Here, we constructed weighted gene co-expression networks from bulk RNA-seq data of rheumatoid arthritis (RA) synovial tissue, using pairwise correlation and a percolation-guided thresholding strategy. Community detection with Louvain and Leiden algorithms revealed robust modules, and node-strength ranking identified the top 50 hub genes globally and within communities. To assess novelty, we integrated genome-wide association studies (GWAS) with literature-based evidence from PubMed, highlighting five high-centrality genes with little to no prior RA-specific association. Functional enrichment confirmed their roles in immune-related processes, including adaptive immune response and lymphocyte regulation. Notably, these hubs showed strong positive correlations with T- and B-cell markers and negative correlations with NK-cell markers, consistent with RA immunopathology. Overall, our framework demonstrates how correlation-based network construction, modularity-driven clustering, and centrality-guided novelty scoring can jointly reveal informative structure in omics-scale data. This generalizable approach offers a scalable path to gene prioritization in RA and other autoimmune conditions.",Neda Amirirad; Hiroki Sayama,,2025-08-31T15:22:19Z,http://arxiv.org/abs/2509.00897v1
2506.05542v1,Agentomics-ML: Autonomous Machine Learning Experimentation Agent for   Genomic and Transcriptomic Data,"The adoption of machine learning (ML) and deep learning methods has revolutionized molecular medicine by driving breakthroughs in genomics, transcriptomics, drug discovery, and biological systems modeling. The increasing quantity, multimodality, and heterogeneity of biological datasets demand automated methods that can produce generalizable predictive models. Recent developments in large language model-based agents have shown promise for automating end-to-end ML experimentation on structured benchmarks. However, when applied to heterogeneous computational biology datasets, these methods struggle with generalization and success rates. Here, we introduce Agentomics-ML, a fully autonomous agent-based system designed to produce a classification model and the necessary files for reproducible training and inference. Our method follows predefined steps of an ML experimentation process, repeatedly interacting with the file system through Bash to complete individual steps. Once an ML model is produced, training and validation metrics provide scalar feedback to a reflection step to identify issues such as overfitting. This step then creates verbal feedback for future iterations, suggesting adjustments to steps such as data representation, model architecture, and hyperparameter choices. We have evaluated Agentomics-ML on several established genomic and transcriptomic benchmark datasets and show that it outperforms existing state-of-the-art agent-based methods in both generalization and success rates. While state-of-the-art models built by domain experts still lead in absolute performance on the majority of the computational biology datasets used in this work, Agentomics-ML narrows the gap for fully autonomous systems and achieves state-of-the-art performance on one of the used benchmark datasets. The code is available at https://github.com/BioGeMT/Agentomics-ML.",Vlastimil Martinek; Andrea Gariboldi; Dimosthenis Tzimotoudis; Aitor Alberdi Escudero; Edward Blake; David Cechak; Luke Cassar; Alessandro Balestrucci; Panagiotis Alexiou,,2025-06-05T19:44:38Z,http://arxiv.org/abs/2506.05542v1
2506.19490v1,phylo2vec: a library for vector-based phylogenetic tree manipulation,"Phylogenetics is a fundamental component of many analysis frameworks in biology as well as linguistics to study the evolutionary relationships of different entities. Recently, the advent of large-scale genomics and the SARS-CoV-2 pandemic has underscored the necessity for phylogenetic software to handle large datasets of genomes or phylogenetic trees. While significant efforts have focused on scaling optimisation algorithms, visualization, and lineage identification, an emerging body of research has been dedicated to efficient representations of data for genomes and phylogenetic trees such as phylo2vec. Compared to traditional tree representations such as the Newick format, which represents trees using strings of nested parentheses, modern representations of phylogenetic trees utilize integer vectors to define the tree topology traversal. This approach offers several advantages, including easier manipulability, increased memory efficiency, and applicability to downstream tasks such as machine learning. Here, we present the latest release of phylo2vec (or Phylo2Vec), a high-performance software package for encoding, manipulating, and analysing binary phylogenetic trees. At its core, the package is based on the phylo2vec representation of binary trees, which defines a bijection from any tree topology with $n$ leaves into an integer vector of size $n-1$. Compared to the traditional Newick format, phylo2vec is designed to enable fast sampling and comparison of binary trees. This release features a core implementation in Rust, providing significant performance improvements and memory efficiency, while remaining available in Python (superseding the release described in the original paper) and R via dedicated wrappers, making it accessible to a broad audience in the bioinformatics community.",Neil Scheidwasser; Ayush Nag; Matthew J Penn; Anthony MV Jakob; Frederik Mølkjær Andersen; Mark P Khurana; Landung Setiawan; Madeline Gordon; David A Duchêne; Samir Bhatt,,2025-06-24T10:24:27Z,http://arxiv.org/abs/2506.19490v1
2501.02275v1,Genomic and pathological analyses of an asymmetric true hermaphroditism   case in a female labrador retriever,"The two main gonadal development disorders in dogs are true hermaphroditism and XX male syndrome. True hermaphroditism can be divided into two subcategories: XX sex reversal and XY sex reversal. XX Sry-negative sex reversal is more common, and it is characterized by the presence of both ovarian and testicular tissues in an animal. To date, there are 16 cases of true hermaphroditism reported in the literature, 15 of which are XX true hermaphroditism. Hermaphroditism has not been formally documented in labrador retrievers, and no case of asymmetric hermaphroditism has been reported in the literature.",Yihang Zhou,,2025-01-04T12:53:40Z,http://arxiv.org/abs/2501.02275v1
2503.13797v1,Adinkras & Genomics in Sixteen Color Systems (I),"Motivated by the search for embedded on-shell supermultiplets in higher dimensional off-shell theories, we investigate several 16-color supermultiplets and their topology. An Adinkra's topology is known to be equivalent to $(\mathbb{Z}_2)$-quotients of an N-cube. This is revisited with the focus of closing the off-shell problem for the 4D $\mathcal{N} = 4$ Maxwell supermultiplet.","Jeth Arunseangroj; Jude Bedessem; S. James Gates, Jr.; Gabriel Yerger",,2025-03-18T00:59:06Z,http://arxiv.org/abs/2503.13797v1
2503.18472v1,A Graph-based Approach to Variant Extraction,"Accurate variant descriptions are of paramount importance in the field of genetics. The domain is confronted with increasingly complex variants, making it more challenging to generate proper variant descriptions. We present a graph based on all minimal alignments that is a complete representation of a variant and we provide three complementary extraction methods to derive variant descriptions from this graph. Our experiments show that our method in comparison with dbSNP results in identical HGVS descriptions for simple variants and more meaningful descriptions for complex variants.",Mark A. Santcroos; Walter A. Kosters; Mihai Lefter; Jeroen F. J. Laros; Jonathan K. Vis,,2025-03-24T09:20:00Z,http://arxiv.org/abs/2503.18472v1
2505.06127v1,FastDup: a scalable duplicate marking tool using speculation-and-test   mechanism,"Duplicate marking is a critical preprocessing step in gene sequence analysis to flag redundant reads arising from polymerase chain reaction(PCR) amplification and sequencing artifacts. Although Picard MarkDuplicates is widely recognized as the gold-standard tool, its single-threaded implementation and reliance on global sorting result in significant computational and resource overhead, limiting its efficiency on large-scale datasets. Here, we introduce FastDup: a high-performance, scalable solution that follows the speculation-and-test mechanism. FastDup achieves up to 20x throughput speedup and guarantees 100\% identical output compared to Picard MarkDuplicates. FastDup is a C++ program available from GitHub (https://github.com/zzhofict/FastDup.git) under the MIT license.",Zhonghai Zhang; Yewen Li; Ke Meng; Chunming Zhang; Guangming Tan,,2025-05-09T15:33:36Z,http://arxiv.org/abs/2505.06127v1
2505.07413v1,Learning Penalty for Optimal Partitioning via Automatic Feature   Extraction,"Changepoint detection identifies significant shifts in data sequences, making it important in areas like finance, genetics, and healthcare. The Optimal Partitioning algorithms efficiently detect these changes, using a penalty parameter to limit the changepoints number. Determining the appropriate value for this penalty can be challenging. Traditionally, this process involved manually extracting statistical features, such as sequence length or variance to make the prediction. This study proposes a novel approach that uses recurrent neural networks to learn this penalty directly from raw sequences by automatically extracting features. Experiments conducted on 20 benchmark genomic datasets show that this novel method surpasses traditional methods in partitioning accuracy in most cases.",Tung L Nguyen; Toby Hocking,,2025-05-12T10:07:55Z,http://arxiv.org/abs/2505.07413v1
2505.08844v1,CellTypeAgent: Trustworthy cell type annotation with Large Language   Models,"Cell type annotation is a critical yet laborious step in single-cell RNA sequencing analysis. We present a trustworthy large language model (LLM)-agent, CellTypeAgent, which integrates LLMs with verification from relevant databases. CellTypeAgent achieves higher accuracy than existing methods while mitigating hallucinations. We evaluated CellTypeAgent across nine real datasets involving 303 cell types from 36 tissues. This combined approach holds promise for more efficient and reliable cell type annotation.",Jiawen Chen; Jianghao Zhang; Huaxiu Yao; Yun Li,,2025-05-13T14:34:11Z,http://arxiv.org/abs/2505.08844v1
2505.09658v1,Great Short History of Microbiology Development as a Science,"The study of microorganisms, or microbiology, has demonstrated significant development since its inception and is currently a key field of biological sciences that has a huge impact on modern society and scientific research. Over the centuries, this discipline has undergone significant changes, shaping our understanding of infectious diseases and food safety. Starting from the simplest observations of microscopic organisms such as bacteria, viruses, fungi and protozoa, and ending with modern molecular and genomic research methods. This article describes a brief historical path of microbiology development. The heuristic, morphological, physiological, immunological, and molecular genetic stages are the main periods into which the development of this science is traditionally divided, despite the lack of full-fledged and precise boundaries between them.",Daniil S. Gerassimov,,2025-05-14T06:11:55Z,http://arxiv.org/abs/2505.09658v1
2505.11385v1,Compendium Manager: a tool for coordination of workflow management   instances for bulk data processing in Python,"Compendium Manager is a command-line tool written in Python to automate the provisioning, launch, and evaluation of bioinformatics pipelines. Although workflow management tools such as Snakemake and Nextflow enable users to automate the processing of samples within a single sequencing project, integrating many datasets in bulk requires launching and monitoring hundreds or thousands of pipelines. We present the Compendium Manager, a lightweight command-line tool to enable launching and monitoring analysis pipelines at scale. The tool can gauge progress through a list of projects, load results into a shared database, and record detailed processing metrics for later evaluation and reproducibility.",Richard J. Abdill; Ran Blekhman,,2025-05-16T15:49:40Z,http://arxiv.org/abs/2505.11385v1
2507.08058v1,HybridQC: Machine Learning-Augmented Quality Control for Single-Cell   RNA-seq Data,"HybridQC is an R package that streamlines quality control (QC) of single-cell RNA sequencing (scRNA-seq) data by combining traditional threshold-based filtering with machine learning-based outlier detection. It provides an efficient and adaptive framework to identify low-quality cells in noisy or shallow-depth datasets using techniques such as Isolation Forest, while remaining compatible with widely adopted formats such as Seurat objects.   The package is lightweight, easy to install, and suitable for small-to-medium scRNA-seq datasets in research settings. HybridQC is especially useful for projects involving non-model organisms, rare samples, or pilot studies, where automated and flexible QC is critical for reproducibility and downstream analysis.",Kaitao Lai,,2025-07-10T14:48:55Z,http://arxiv.org/abs/2507.08058v1
2501.06844v1,REML Implementations of Kernel-based Multi-environment Genomic   Prediction Models,"High-throughput pheno-, geno-, and envirotyping allows routine characterization of plant varieties and the trials they are evaluated in. These datasets can be integrated into statistical models for genomic prediction in several ways. One approach is to create linear or non-linear kernels which are subsequently used in reproducing kernel hilbert spaces (RKHS) regression. Software packages implementing a Bayesian approach are typically used for these RKHS models. However, they often lack some of the flexibility offered by dedicated linear mixed model software such as ASReml-R. Furthermore, a Bayesian approach is often computationally more demanding than a frequentist model. Here we show how frequentist RKHS models can be implemented in ASReml-R and extend these models to allow for heterogeneous (i.e., trial-specific) genetic variances. We also show how an alternative to the typically Bayesian kernel averaging approach can be implemented by treating the bandwidth associated with the non-linear kernel as a parameter to be estimated using restricted maximum likelihood. We show that these REML implementations with homo- or heterogeneous variances perform similarly or better than the Bayesian models. We also show that the REML implementation comes with a significant increase in computational efficiency, being up to 12 times faster than the Bayesian models while using less memory. Finally, we discuss the significant flexibility provided by this approach and the options regarding further customization of variance models.",Killian A. C. Melsen; Salvador Gezan; Fred van Eeuwijk; Carel F. W. Peeters,,2025-01-12T15:30:11Z,http://arxiv.org/abs/2501.06844v1
2501.15890v3,"Complexity in Complexity: Understanding Visual Complexity Through   Structure, Color, and Surprise","Understanding how humans perceive visual complexity is a key area of study in visual cognition. Previous approaches to modeling visual complexity assessments have often resulted in intricate, difficult-to-interpret algorithms that employ numerous features or sophisticated deep learning architectures. While these complex models achieve high performance on specific datasets, they often sacrifice interpretability, making it challenging to understand the factors driving human perception of complexity. Recently (Shen, et al. 2024) proposed an interpretable segmentation-based model that accurately predicted complexity across various datasets, supporting the idea that complexity can be explained simply. In this work, we investigate the failure of their model to capture structural, color and surprisal contributions to complexity. To this end, we propose Multi-Scale Sobel Gradient (MSG) which measures spatial intensity variations, Multi-Scale Unique Color (MUC) which quantifies colorfulness across multiple scales, and surprise scores generated using a Large Language Model. We test our features on existing benchmarks and a novel dataset (Surprising Visual Genome) containing surprising images from Visual Genome. Our experiments demonstrate that modeling complexity accurately is not as simple as previously thought, requiring additional perceptual and semantic factors to address dataset biases. Our model improves predictive performance while maintaining interpretability, offering deeper insights into how visual complexity is perceived and assessed. Our code, analysis and data are available at https://github.com/Complexity-Project/Complexity-in-Complexity.",Karahan Sarıtaş; Peter Dayan; Tingke Shen; Surabhi S Nath,,2025-01-27T09:32:56Z,http://arxiv.org/abs/2501.15890v3
2501.19030v1,A network-driven framework for enhancing gene-disease association   studies in coronary artery disease,"Over the last decade, genome-wide association studies (GWAS) have successfully identified numerous genetic variants associated with complex diseases. These associations have the potential to reveal the molecular mechanisms underlying complex diseases and lead to the identification of novel drug targets. Despite these advancements, the biological pathways and mechanisms linking genetic variants to complex diseases are still not fully understood. Most trait-associated variants reside in non-coding regions and are presumed to influence phenotypes through regulatory effects on gene expression. Yet, it is often unclear which genes they regulate and in which cell types this regulation occurs. Transcriptome-wide association studies (TWAS) aim to bridge this gap by detecting trait-associated tissue gene expression regulated by GWAS variants. However, traditional TWAS approaches frequently overlook the critical contributions of trans-regulatory effects and fail to integrate comprehensive regulatory networks. Here, we present a novel framework that leverages tissue-specific gene regulatory networks (GRNs) to integrate cis- and trans-genetic regulatory effects into the TWAS framework for complex diseases. We validate our approach using coronary artery disease (CAD), utilizing data from the STARNET project, which provides multi-tissue gene expression and genetic data from around 600 living patients with cardiovascular disease. Preliminary results demonstrate the potential of our GRN-driven framework to uncover more genes and pathways that may underlie CAD. This framework extends traditional TWAS methodologies by utilizing tissue-specific regulatory insights and advancing the understanding of complex disease genetic architecture.",Gutama Ibrahim Mohammad; Johan LM Björkegren; Tom Michoel,,2025-01-31T10:54:39Z,http://arxiv.org/abs/2501.19030v1
2502.00647v1,On an RNA-membrane protogenome,"Selected ribonucleotide sequences bind well to zwitterionic phospholipid bilayer membranes, though randomized RNAs do not. There are no evident repeated sequences in selected membrane binding RNAs. This implies small and varied motifs responsible for membrane affinity. Such subsequences have been partially defined. Bound RNAs require divalents like Mg2+ and/or Ca2+, preferring more ordered phospholipids: gel, ripple or rafted membranes, in that order. RNAs also bind and stabilize bilayers that are bent or sharply deformed. In contrast, RNA binding without divalents extends to negatively charged membranes formed from simpler anionic phospholipids, and to plausibly prebiotic fatty acid bilayers. RNA-membranes also retain RNA function, such as base pairing, passive transport of tryptophan, specific affinity for peptide side chains, like arginine, and catalysis by ribozymic ligase. Multiple membrane-bound RNAs with biochemical functions, linked by specific base-pairing are readily constructed. Given these experimental facts, genetic effects seem plausible. RNA functions often reside in few nucleotides, and are easily joined in a small RNA. Base-paired groups of these can evolve to be purposeful, joining related RNA functions. Such RNA groups permit complex genome functions, but require only replication of short RNAs. RNA-membranes facilitate accurate RNA segregation at cell division, and quickly evolve by appending new base-paired functions. Thus, ancient RNA-membranes could act as a protogenome, supporting orderly encoded RNA expression, inheritance and evolution before DNA and the DNA genome.",Michael Yarus,,2025-01-17T17:35:23Z,http://arxiv.org/abs/2502.00647v1
2502.01311v1,TFBS-Finder: Deep Learning-based Model with DNABERT and Convolutional   Networks to Predict Transcription Factor Binding Sites,"Transcription factors are proteins that regulate the expression of genes by binding to specific genomic regions known as Transcription Factor Binding Sites (TFBSs), typically located in the promoter regions of those genes. Accurate prediction of these binding sites is essential for understanding the complex gene regulatory networks underlying various cellular functions. In this regard, many deep learning models have been developed for such prediction, but there is still scope of improvement. In this work, we have developed a deep learning model which uses pre-trained DNABERT, a Convolutional Neural Network (CNN) module, a Modified Convolutional Block Attention Module (MCBAM), a Multi-Scale Convolutions with Attention (MSCA) module and an output module. The pre-trained DNABERT is used for sequence embedding, thereby capturing the long-term dependencies in the DNA sequences while the CNN, MCBAM and MSCA modules are useful in extracting higher-order local features. TFBS-Finder is trained and tested on 165 ENCODE ChIP-seq datasets. We have also performed ablation studies as well as cross-cell line validations and comparisons with other models. The experimental results show the superiority of the proposed method in predicting TFBSs compared to the existing methodologies. The codes and the relevant datasets are publicly available at https://github.com/NimishaGhosh/TFBS-Finder/.",Nimisha Ghosh; Pratik Dutta; Daniele Santoni,,2025-02-03T12:41:11Z,http://arxiv.org/abs/2502.01311v1
2502.01468v1,Bayesian Probit Multi-Study Non-negative Matrix Factorization for   Mutational Signatures,"Mutational signatures are patterns of somatic mutations in tumor genomes that provide insights into underlying mutagenic processes and cancer origin. Developing reliable methods for their estimation is of growing importance in cancer biology. Somatic mutation data are often collected for different cancer types, highlighting the need for multi-study approaches that enable joint analysis in a principled and integrative manner. Despite significant advancements, statistical models tailored for analyzing the genomes of multiple cancer types remain underexplored. In this work, we introduce a Bayesian Multi-Study Non-negative Matrix Factorization (NMF) approach that uses mixture modeling to incorporate sparsity in the exposure weights of each subject to mutational signatures, allowing for individual tumor profiles to be represented by a subset rather than all signatures, and making this subset depend on covariates. This allows for a) more precise ability to identify meaningful contributions of mutational signatures at the individual level; b) estimation of the prevalence of activity of signatures within a cancer type, defined by the proportion of tumor profiles where a certain signature is present; and c) de-novo identification of interpretable patient subtypes based on the mutational signatures present within their mutational profile. We apply our approach to the mutational profiles of tumors from seven different cancer types, demonstrating its ability to accurately estimate mutational signatures while uncovering both individual and tissue-specific differences. An R package implementing our method is available at https://github.com/blhansen/BAPmultiNMF.",Blake Hansen; Isabella N. Grabski; Giovanni Parmigiani; Roberta De Vito,,2025-02-03T16:00:40Z,http://arxiv.org/abs/2502.01468v1
2502.06107v1,An Evaluation on the Role of Non-Coding RNA in HIV Transcription and   Latency: A Review,"The existence of latent cellular reservoirs is recognized as the major barrier to an HIV cure. Reactivating and eliminating ""shock and kill"" or permanently silencing ""block and lock"" the latent HIV reservoir, as well as gene editing, remain promising approaches, but so far have proven to be only partially successful. Moreover, using latency reversing agents or ""block and lock"" drugs pose additional considerations, including the ability to cause cellular toxicity, a potential lack of specificity for HIV, or low potency when each agent is used alone. RNA molecules, such as microRNAs (miRNAs) and long non-coding RNAs (lncRNAs) are becoming increasingly recognized as important regulators of gene expression. RNA-based approaches for combatting HIV latency represent a promising strategy since both miRNAs and lncRNAs are more cell-type and tissue specific than protein coding genes. Thus, a higher specificity of targeting the latent HIV reservoir with less overall cellular toxicity can likely be achieved. In this review, we summarize current knowledge about HIV gene expression regulation by miRNAs and lncRNAs encoded in the human genome, as well as regulatory molecules encoded in the HIV genome. We discuss both the transcriptional and post-transcriptional regulation of HIV gene expression to align with the current definition of latency, and describe RNA molecules that either promote HIV latency or have anti-latency properties. Finally, we provide perspectives on using each class of RNAs as potential targets for combatting HIV latency, and describe the complexity of the interactions between different RNA molecules, their protein targets, and HIV.",Xiangshuai Liu,,2025-02-10T02:37:01Z,http://arxiv.org/abs/2502.06107v1
2502.07639v1,Response rate estimation in single-stage basket trials: A comparison of   estimators that allow for borrowing across cohorts,"Therapeutic advancements in oncology have shifted towards targeted therapy based on genomic aberrations. This necessitates innovative statistical approaches in clinical trials, particularly in master protocol studies. Basket trials, a type of master protocol, evaluate a single treatment across cohorts sharing a genomic aberration but differing in tumor histology. While offering operational advantages, basket trial analysis presents statistical inference challenges. These trials help determine for which tumor histology the treatment is promising enough to advance to confirmatory evaluation and often use Bayesian designs to support decisions. Beyond decision-making, estimating cohort-specific response rates is crucial for designing subsequent trials. This study compares seven Bayesian estimation methods for basket trials with binary outcomes against the (frequentist) sample proportion estimate through simulations. The goal is to estimate cohort-specific response rates, focusing on bias, mean squared error, and information borrowing. Various scenarios are examined, including homogeneous, heterogeneous, and clustered response rates across cohorts. Results show trade-offs in bias and precision, highlighting the importance of method selection. Berry's method performs best with limited heterogeneity. No clear winner emerges in general cases, with performance affected by shrinkage, bias, and the choice of priors and tuning parameters. Challenges include computational complexity, parameter tuning, and the lack of clear guidance on selection. Researchers should consider these factors when designing and analyzing basket trials.",Antonios Daletzakis; Rutger van den Bor; Vincent van der Noort; Kit CB Roes,,2025-02-11T15:26:43Z,http://arxiv.org/abs/2502.07639v1
2503.04347v1,Large Language Models for Zero-shot Inference of Causal Structures in   Biology,"Genes, proteins and other biological entities influence one another via causal molecular networks. Causal relationships in such networks are mediated by complex and diverse mechanisms, through latent variables, and are often specific to cellular context. It remains challenging to characterise such networks in practice. Here, we present a novel framework to evaluate large language models (LLMs) for zero-shot inference of causal relationships in biology. In particular, we systematically evaluate causal claims obtained from an LLM using real-world interventional data. This is done over one hundred variables and thousands of causal hypotheses. Furthermore, we consider several prompting and retrieval-augmentation strategies, including large, and potentially conflicting, collections of scientific articles. Our results show that with tailored augmentation and prompting, even relatively small LLMs can capture meaningful aspects of causal structure in biological systems. This supports the notion that LLMs could act as orchestration tools in biological discovery, by helping to distil current knowledge in ways amenable to downstream analysis. Our approach to assessing LLMs with respect to experimental data is relevant for a broad range of problems at the intersection of causal learning, LLMs and scientific discovery.",Izzy Newsham; Luka Kovačević; Richard Moulange; Nan Rosemary Ke; Sach Mukherjee,,2025-03-06T11:43:30Z,http://arxiv.org/abs/2503.04347v1
