ARXIVID,Title,Abstract,Authors,Affiliations,Date_published,URL
2502.15109v4,Social Genome: Grounded Social Reasoning Abilities of Multimodal Models,"Social reasoning abilities are crucial for AI systems to effectively interpret and respond to multimodal human communication and interaction within social contexts. We introduce SOCIAL GENOME, the first benchmark for fine-grained, grounded social reasoning abilities of multimodal models. SOCIAL GENOME contains 272 videos of interactions and 1,486 human-annotated reasoning traces related to inferences about these interactions. These traces contain 5,777 reasoning steps that reference evidence from visual cues, verbal cues, vocal cues, and external knowledge (contextual knowledge external to videos). SOCIAL GENOME is also the first modeling challenge to study external knowledge in social reasoning. SOCIAL GENOME computes metrics to holistically evaluate semantic and structural qualities of model-generated social reasoning traces. We demonstrate the utility of SOCIAL GENOME through experiments with state-of-the-art models, identifying performance gaps and opportunities for future research to improve the grounded social reasoning abilities of multimodal models.",Leena Mathur; Marian Qian; Paul Pu Liang; Louis-Philippe Morency,,2025-02-21T00:05:40Z,http://arxiv.org/abs/2502.15109v4
2503.20451v1,Agptools: a utility suite for editing genome assemblies,"The AGP format is a tab-separated table format describing how components of a genome assembly fit together. A standard submission format for genome assemblies is a fasta file giving the sequence of contigs along with an AGP file showing how these components are assembled into larger pieces like scaffolds or chromosomes. For this reason, many scaffolding software pipelines output assemblies in this format. However, although many programs for assembling and scaffolding genomes read and write this format, there is currently no published software for making edits to AGP files when performing assembly curation. We present agptools, a suite of command-line programs that can perform common operations on AGP files, such as breaking and joining sequences, inverting pieces of assembly components, assembling contigs into larger sequences based on an AGP file, and transforming between coordinate systems of different assembly layouts. Additionally, agptools includes an API that writers of other software packages can use to read, write, and manipulate AGP files within their own programs. Agptools gives bioinformaticians a simple, robust, and reproducible way to edit genome assemblies that avoids the shortfalls of other methods for editing AGP files.",Edward S. Ricemeyer; Rachel A. Carroll; Wesley C. Warren,,2025-03-26T11:26:21Z,http://arxiv.org/abs/2503.20451v1
2506.00082v1,An AI-powered Knowledge Hub for Potato Functional Genomics,"Potato functional genomics lags due to unsystematic gene information curation, gene identifier inconsistencies across reference genome versions, and the increasing volume of research publications. To address these limitations, we developed the Potato Knowledge Hub (http://www.potato-ai.top), leveraging Large Language Models (LLMs) and a systematically curated collection of over 3,200 high-quality potato research papers spanning over 120 years. This platform integrates two key modules: a functional gene database containing 2,571 literature-reported genes, meticulously mapped to the latest DMv8.1 reference genome with resolved nomenclature discrepancies and links to original publications; and a potato knowledge base. The knowledge base, built using a Retrieval-Augmented Generation (RAG) architecture, accurately answers research queries with literature citations, mitigating LLM ""hallucination."" Users can interact with the hub via a natural language AI agent, ""Potato Research Assistant,"" for querying specialized knowledge, retrieving gene information, and extracting sequences. The continuously updated Potato Knowledge Hub aims to be a comprehensive resource, fostering advancements in potato functional genomics and supporting breeding programs.",Jia Yuxin; Li Jinye; Jia Yudong; Li Futing; Su Xiaoqi; Luo Jilin; Dong Yarui; Sun Chunyan; Cui Qinghan; Wang Li; Li Axiu; Shang Yi; Zhu Yujuan; Huang Sanwen,,2025-05-30T03:09:59Z,http://arxiv.org/abs/2506.00082v1
2506.00597v1,Processing-in-memory for genomics workloads,"Low-cost, high-throughput DNA and RNA sequencing (HTS) data is the main workforce for the life sciences. Genome sequencing is now becoming a part of Predictive, Preventive, Personalized, and Participatory (termed 'P4') medicine. All genomic data are currently processed in energy-hungry computer clusters and centers, necessitating data transfer, consuming substantial energy, and wasting valuable time. Therefore, there is a need for fast, energy-efficient, and cost-efficient technologies that enable genomics research without requiring data centers and cloud platforms. We recently started the BioPIM Project to leverage the emerging processing-in-memory (PIM) technologies to enable energy and cost-efficient analysis of bioinformatics workloads. The BioPIM Project focuses on co-designing algorithms and data structures commonly used in genomics with several PIM architectures for the highest cost, energy, and time savings benefit.",William Andrew Simon; Leonid Yavits; Konstantina Koliogeorgi; Yann Falevoz; Yoshihiro Shibuya; Dominique Lavenier; Irem Boybat; Klea Zambaku; Berkan Şahin; Mohammad Sadrosadati; Onur Mutlu; Abu Sebastian; Rayan Chikhi; The BioPIM Consortium; Can Alkan,,2025-05-31T15:13:06Z,http://arxiv.org/abs/2506.00597v1
2506.19324v1,Memory-Augmented Incomplete Multimodal Survival Prediction via   Cross-Slide and Gene-Attentive Hypergraph Learning,"Multimodal pathology-genomic analysis is critical for cancer survival prediction. However, existing approaches predominantly integrate formalin-fixed paraffin-embedded (FFPE) slides with genomic data, while neglecting the availability of other preservation slides, such as Fresh Froze (FF) slides. Moreover, as the high-resolution spatial nature of pathology data tends to dominate the cross-modality fusion process, it hinders effective multimodal fusion and leads to modality imbalance challenges between pathology and genomics. These methods also typically require complete data modalities, limiting their clinical applicability with incomplete modalities, such as missing either pathology or genomic data. In this paper, we propose a multimodal survival prediction framework that leverages hypergraph learning to effectively integrate multi-WSI information and cross-modality interactions between pathology slides and genomics data while addressing modality imbalance. In addition, we introduce a memory mechanism that stores previously learned paired pathology-genomic features and dynamically compensates for incomplete modalities. Experiments on five TCGA datasets demonstrate that our model outperforms advanced methods by over 2.3% in C-Index. Under incomplete modality scenarios, our approach surpasses pathology-only (3.3%) and gene-only models (7.9%). Code: https://github.com/MCPathology/M2Surv",Mingcheng Qu; Guang Yang; Donglin Di; Yue Gao; Tonghua Su; Yang Song; Lei Fan,,2025-06-24T05:31:13Z,http://arxiv.org/abs/2506.19324v1
2507.11950v1,RNAMunin: A Deep Machine Learning Model for Non-coding RNA Discovery,"Functional annotation of microbial genomes is often biased toward protein-coding genes, leaving a vast, unexplored landscape of non-coding RNAs (ncRNAs) that are critical for regulating bacterial and archaeal physiology, stress response and metabolism. Identifying ncRNAs directly from genomic sequence is a paramount challenge in bioinformatics and biology, essential for understanding the complete regulatory potential of an organism. This paper presents RNAMunin, a machine learning (ML) model that is capable of finding ncRNAs using genomic sequence alone. It is also computationally viable for large sequence datasets such as long read metagenomic assemblies with contigs totaling multiple Gbp. RNAMunin is trained on Rfam sequences extracted from approximately 60 Gbp of long read metagenomes from 16 San Francisco Estuary samples. We know of no other model that can detect ncRNAs based solely on genomic sequence at this scale. Since RNAMunin only requires genomic sequence as input, we do not need for an ncRNA to be transcribed to find it, i.e., we do not need transcriptomics data. We wrote this manuscript in a narrative style in order to best convey how RNAMunin was developed and how it works in detail. Unlike almost all current ML models, at approximately 1M parameters, RNAMunin is very small and very fast.",Lauren Lui; Torben Nielsen,,2025-07-16T06:33:50Z,http://arxiv.org/abs/2507.11950v1
2508.09406v1,CAKL: Commutative algebra k-mer learning of genomics,"Despite the availability of various sequence analysis models, comparative genomic analysis remains a challenge in genomics, genetics, and phylogenetics. Commutative algebra, a fundamental tool in algebraic geometry and number theory, has rarely been used in data and biological sciences. In this study, we introduce commutative algebra k-mer learning (CAKL) as the first-ever nonlinear algebraic framework for analyzing genomic sequences. CAKL bridges between commutative algebra, algebraic topology, combinatorics, and machine learning to establish a new mathematical paradigm for comparative genomic analysis. We evaluate its effectiveness on three tasks -- genetic variant identification, phylogenetic tree analysis, and viral genome classification -- typically requiring alignment-based, alignment-free, and machine-learning approaches, respectively. Across eleven datasets, CAKL outperforms five state-of-the-art sequence analysis methods, particularly in viral classification, and maintains stable predictive accuracy as dataset size increases, underscoring its scalability and robustness. This work ushers in a new era in commutative algebraic data analysis and learning.",Faisal Suwayyid; Yuta Hozumi; Hongsong Feng; Mushal Zia; JunJie Wee; Guo-Wei Wei,,2025-08-13T00:43:32Z,http://arxiv.org/abs/2508.09406v1
2501.02284v3,"Origin of $α$-satellite repeat arrays from mitochondrial molecular   fossils -- sequential insertion, expansion, and evolution in the nuclear   genome","Alpha satellite DNA is large tandem arrays of 150-400 bp units, and its origin remains an evolutionary mystery. In this research, we identified 1,545 alpha-satellite-like (SatL) repeat units in the nuclear genome of jewel wasp Nasonia vitripennis. Among them, thirty-nine copies of SatL were organized in two palindromic arrays in mitochondria, resulting in a 50% increase in the genome size. Strikingly, genomic neighborhood analyses of 1,516 nuclear SatL repeats revealed that they are located in NuMT (nuclear mitochondrial DNA) regions, and SatL phylogeny matched perfectly with mitochondrial genes and NuMT pseudogenes. These results support that SatL arrays originated from ten independent mitochondria insertion events into the nuclear genome within the last 500,000 years, after divergence from its sister species N. giraulti. Dramatic repeat GC-percent elevation (from 33.9% to 50.4%) is a hallmark of rapid SatL sequence evolution in mitochondria due to GC-biased gene conversion facilitated by the palindromic sequence pairing of the two mitochondrial SatL arrays. The nuclear SatL repeat arrays underwent substantial copy number expansion, from 12-15 (SatL1) to over 400 copies (SatL4). The oldest SatL4B array consists of four types of repeat units derived from deletions in the AT-rich region of ancestral repeats, and complex high-order structures have evolved through duplications. We also discovered similar repeat insertions into the nuclear genome of Muscidifurax, suggesting this mechanism can be common in insects. This is the first report of the mitochondrial origin of nuclear satellite sequences, and our findings shed new light on the origin and evolution of satellite DNA.",Yihang Zhou,,2025-01-04T13:22:30Z,http://arxiv.org/abs/2501.02284v3
2501.07737v1,Multi-megabase scale genome interpretation with genetic language models,"Understanding how molecular changes caused by genetic variation drive disease risk is crucial for deciphering disease mechanisms. However, interpreting genome sequences is challenging because of the vast size of the human genome, and because its consequences manifest across a wide range of cells, tissues and scales -- spanning from molecular to whole organism level. Here, we present Phenformer, a multi-scale genetic language model that learns to generate mechanistic hypotheses as to how differences in genome sequence lead to disease-relevant changes in expression across cell types and tissues directly from DNA sequences of up to 88 million base pairs. Using whole genome sequencing data from more than 150 000 individuals, we show that Phenformer generates mechanistic hypotheses about disease-relevant cell and tissue types that match literature better than existing state-of-the-art methods, while using only sequence data. Furthermore, disease risk predictors enriched by Phenformer show improved prediction performance and generalisation to diverse populations. Accurate multi-megabase scale interpretation of whole genomes without additional experimental data enables both a deeper understanding of molecular mechanisms involved in disease and improved disease risk prediction at the level of individuals.",Frederik Träuble; Lachlan Stuart; Andreas Georgiou; Pascal Notin; Arash Mehrjou; Ron Schwessinger; Mathieu Chevalley; Kim Branson; Bernhard Schölkopf; Cornelia van Duijn; Debora Marks; Patrick Schwab,,2025-01-13T23:00:40Z,http://arxiv.org/abs/2501.07737v1
2502.07272v3,GENERator: A Long-Context Generative Genomic Foundation Model,"Advancements in DNA sequencing technologies have significantly improved our ability to decode genomic sequences. However, the prediction and interpretation of these sequences remain challenging due to the intricate nature of genetic material. Large language models (LLMs) have introduced new opportunities for biological sequence analysis. Recent developments in genomic language models have underscored the potential of LLMs in deciphering DNA sequences. Nonetheless, existing models often face limitations in robustness and application scope, primarily due to constraints in model structure and training data scale. To address these limitations, we present GENERator, a generative genomic foundation model featuring a context length of 98k base pairs (bp) and 1.2B parameters. Trained on an expansive dataset comprising 386B bp of eukaryotic DNA, the GENERator demonstrates state-of-the-art performance across both established and newly proposed benchmarks. The model adheres to the central dogma of molecular biology, accurately generating protein-coding sequences that translate into proteins structurally analogous to known families. It also shows significant promise in sequence optimization, particularly through the prompt-responsive generation of enhancer sequences with specific activity profiles. These capabilities position the GENERator as a pivotal tool for genomic research and biotechnological advancement, enhancing our ability to interpret and predict complex biological systems and enabling precise genomic interventions. Implementation details and supplementary resources are available at https://github.com/GenerTeam/GENERator.",Wei Wu; Qiuyi Li; Mingyang Li; Kun Fu; Fuli Feng; Jieping Ye; Hui Xiong; Zheng Wang,,2025-02-11T05:39:49Z,http://arxiv.org/abs/2502.07272v3
2503.02997v1,"Enabling Fast, Accurate, and Efficient Real-Time Genome Analysis via New   Algorithms and Techniques","The advent of high-throughput sequencing technologies has revolutionized genome analysis by enabling the rapid and cost-effective sequencing of large genomes. Despite these advancements, the increasing complexity and volume of genomic data present significant challenges related to accuracy, scalability, and computational efficiency. These challenges are mainly due to various forms of unwanted and unhandled variations in sequencing data, collectively referred to as noise. In this dissertation, we address these challenges by providing a deep understanding of different types of noise in genomic data and developing techniques to mitigate the impact of noise on genome analysis.   First, we introduce BLEND, a noise-tolerant hashing mechanism that quickly identifies both exactly matching and highly similar sequences with arbitrary differences using a single lookup of their hash values. Second, to enable scalable and accurate analysis of noisy raw nanopore signals, we propose RawHash, a novel mechanism that effectively reduces noise in raw nanopore signals and enables accurate, real-time analysis by proposing the first hash-based similarity search technique for raw nanopore signals. Third, we extend the capabilities of RawHash with RawHash2, an improved mechanism that 1) provides a better understanding of noise in raw nanopore signals to reduce it more effectively and 2) improves the robustness of mapping decisions. Fourth, we explore the broader implications and new applications of raw nanopore signal analysis by introducing Rawsamble, the first mechanism for all-vs-all overlapping of raw signals using hash-based search. Rawsamble enables the construction of de novo assemblies directly from raw signals without basecalling, which opens up new directions and uses for raw nanopore signal analysis.",Can Firtina,,2025-03-04T20:44:37Z,http://arxiv.org/abs/2503.02997v1
2508.17211v1,Liquid-liquid phase separation enables highly selective viral genome   packaging,"In many viruses, hundreds of proteins assemble an outer shell (capsid) around the viral nucleic acid to form an infectious virion. How the assembly process selects the viral genome amidst a vast excess of diverse cellular nucleic acids is poorly understood. It has recently been discovered that many viruses perform assembly and genome packaging within liquid-liquid phase separated biomolecular condensates inside the host cell. However, the role of condensates in genome packaging is poorly understood. Here, we construct equilibrium and dynamical rate equation models for condensate-coupled assembly and genome packaging. We show that when the viral genome and capsid proteins favorably partition into the condensate, assembly rates, yields, and packaging efficiencies can increase by orders of magnitude. Selectivity is further enhanced by the condensate when capsid proteins are translated during assembly and packaging. Our results suggest that viral condensates provide a mechanism to ensure robust and highly selective assembly of virions around viral genomes. More broadly, our results may apply to other types of selective co-assembly processes that occur within biomolecular condensates, and suggest that liquid-liquid phase-separated condensates could be exploited for selective encapsulation of microscopic cargo in human-engineered systems.",Layne B. Frechette; Michael F. Hagan,,2025-08-24T04:51:01Z,http://arxiv.org/abs/2508.17211v1
2502.07749v1,Whole-Genome Phenotype Prediction with Machine Learning: Open Problems   in Bacterial Genomics,"How can we identify causal genetic mechanisms that govern bacterial traits? Initial efforts entrusting machine learning models to handle the task of predicting phenotype from genotype return high accuracy scores. However, attempts to extract any meaning from the predictive models are found to be corrupted by falsely identified ""causal"" features. Relying solely on pattern recognition and correlations is unreliable, significantly so in bacterial genomics settings where high-dimensionality and spurious associations are the norm. Though it is not yet clear whether we can overcome this hurdle, significant efforts are being made towards discovering potential high-risk bacterial genetic variants. In view of this, we set up open problems surrounding phenotype prediction from bacterial whole-genome datasets and extending those to learning causal effects, and discuss challenges that impact the reliability of a machine's decision-making when faced with datasets of this nature.",Tamsin James; Ben Williamson; Peter Tino; Nicole Wheeler,,2025-02-11T18:25:14Z,http://arxiv.org/abs/2502.07749v1
2504.07065v1,Enhancing Downstream Analysis in Genome Sequencing: Species   Classification While Basecalling,"The ability to quickly and accurately identify microbial species in a sample, known as metagenomic profiling, is critical across various fields, from healthcare to environmental science. This paper introduces a novel method to profile signals coming from sequencing devices in parallel with determining their nucleotide sequences, a process known as basecalling, via a multi-objective deep neural network for simultaneous basecalling and multi-class genome classification. We introduce a new loss strategy where losses for basecalling and classification are back-propagated separately, with model weights combined for the shared layers, and a pre-configured ranking strategy allowing top-K species accuracy, giving users flexibility to choose between higher accuracy or higher speed at identifying the species. We achieve state-of-the-art basecalling accuracies, while classification accuracies meet and exceed the results of state-of-the-art binary classifiers, attaining an average of 92.5%/98.9% accuracy at identifying the top-1/3 species among a total of 17 genomes in the Wick bacterial dataset. The work presented here has implications for future studies in metagenomic profiling by accelerating the bottleneck step of matching the DNA sequence to the correct genome.",Riselda Kodra; Hadjer Benmeziane; Irem Boybat; William Andrew Simon,,2025-04-09T17:30:43Z,http://arxiv.org/abs/2504.07065v1
2504.11340v1,Organisation and dynamics of individual DNA segments in topologically   complex genomes,"Capturing the physical organisation and dynamics of genomic regions is one of the major open challenges in biology. The kinetoplast DNA (kDNA) is a topologically complex genome, made by thousands of DNA (mini and maxi) circles interlinked into a two-dimensional Olympic network. The organisation and dynamics of these DNA circles are poorly understood. In this paper, we show that dCas9 linked to Quantum Dots can efficiently label different classes of DNA minicircles in kDNA. We use this method to study the distribution and dynamics of different classes of DNA minicircles within the network. We discover that maxicircles display a preference to localise at the periphery of the network and that they undergo subdiffusive dynamics. From the latter, we can also quantify the effective network stiffness, confirming previous indirect estimations via AFM. Our method could be used more generally, to quantify the location, dynamics and material properties of genomic regions in other complex genomes, such as that of bacteria, and to study their behaviour in the presence of DNA-binding proteins.",Saminathan Ramakrishnan; Auro Varat Patnaik; Guglielmo Grillo; Luca Tubiana; Davide Michieletto,,2025-04-15T16:12:54Z,http://arxiv.org/abs/2504.11340v1
2505.07188v1,Securing Genomic Data Against Inference Attacks in Federated Learning   Environments,"Federated Learning (FL) offers a promising framework for collaboratively training machine learning models across decentralized genomic datasets without direct data sharing. While this approach preserves data locality, it remains susceptible to sophisticated inference attacks that can compromise individual privacy. In this study, we simulate a federated learning setup using synthetic genomic data and assess its vulnerability to three key attack vectors: Membership Inference Attack (MIA), Gradient-Based Membership Inference Attack, and Label Inference Attack (LIA). Our experiments reveal that Gradient-Based MIA achieves the highest effectiveness, with a precision of 0.79 and F1-score of 0.87, underscoring the risk posed by gradient exposure in federated updates. Additionally, we visualize comparative attack performance through radar plots and quantify model leakage across clients. The findings emphasize the inadequacy of na\""ive FL setups in safeguarding genomic privacy and motivate the development of more robust privacy-preserving mechanisms tailored to the unique sensitivity of genomic data.",Chetan Pathade; Shubham Patil,,2025-05-12T02:36:50Z,http://arxiv.org/abs/2505.07188v1
2506.00662v1,Uncertainty-Aware Genomic Classification of Alzheimer's Disease: A   Transformer-Based Ensemble Approach with Monte Carlo Dropout,"INTRODUCTION: Alzheimer's disease (AD) is genetically complex, complicating robust classification from genomic data. METHODS: We developed a transformer-based ensemble model (TrUE-Net) using Monte Carlo Dropout for uncertainty estimation in AD classification from whole-genome sequencing (WGS). We combined a transformer that preserves single-nucleotide polymorphism (SNP) sequence structure with a concurrent random forest using flattened genotypes. An uncertainty threshold separated samples into an uncertain (high-variance) group and a more certain (low-variance) group. RESULTS: We analyzed 1050 individuals, holding out half for testing. Overall accuracy and area under the receiver operating characteristic (ROC) curve (AUC) were 0.6514 and 0.6636, respectively. Excluding the uncertain group improved accuracy from 0.6263 to 0.7287 (10.24% increase) and F1 from 0.5843 to 0.8205 (23.62% increase). DISCUSSION: Monte Carlo Dropout-driven uncertainty helps identify ambiguous cases that may require further clinical evaluation, thus improving reliability in AD genomic classification.",Taeho Jo; Eun Hye Lee; Alzheimer's Disease Sequencing Project,,2025-05-31T18:20:49Z,http://arxiv.org/abs/2506.00662v1
2506.02212v1,"Leveraging Natural Language Processing to Unravel the Mystery of Life: A   Review of NLP Approaches in Genomics, Transcriptomics, and Proteomics","Natural Language Processing (NLP) has transformed various fields beyond linguistics by applying techniques originally developed for human language to the analysis of biological sequences. This review explores the application of NLP methods to biological sequence data, focusing on genomics, transcriptomics, and proteomics. We examine how various NLP methods, from classic approaches like word2vec to advanced models employing transformers and hyena operators, are being adapted to analyze DNA, RNA, protein sequences, and entire genomes. The review also examines tokenization strategies and model architectures, evaluating their strengths, limitations, and suitability for different biological tasks. We further cover recent advances in NLP applications for biological data, such as structure prediction, gene expression, and evolutionary analysis, highlighting the potential of these methods for extracting meaningful insights from large-scale genomic data. As language models continue to advance, their integration into bioinformatics holds immense promise for advancing our understanding of biological processes in all domains of life.",Ella Rannon; David Burstein,,2025-06-02T19:54:03Z,http://arxiv.org/abs/2506.02212v1
2506.11896v1,GlobDB: A comprehensive species-dereplicated microbial genome resource,"Over the past years, substantial numbers of microbial species' genomes have been deposited outside of conventional INSDC databases. The GlobDB aggregates 14 independent genomic catalogues to provide a comprehensive database of species-dereplicated microbial genomes, with consistent taxonomy, annotations, and additional analysis resources. The GlobDB is available at https://globdb.org/.",Daan R. Speth; Nick Pullen; Samuel T. N. Aroney; Benjamin L. Coltman; Jay T. Osvatic; Ben J. Woodcroft; Thomas Rattei; Michael Wagner,"Centre for Microbiology and Environmental Systems Science, University of Vienna, Vienna, Austria; Centre for Microbiology and Environmental Systems Science, University of Vienna, Vienna, Austria; Centre for Microbiome Research School of Biomedical Sciences, Queensland University of Technology, Translational Research Institute, Woolloongabba, Australia; Centre for Microbiology and Environmental Systems Science, University of Vienna, Vienna, Austria; Joint Microbiome Facility of the Medical University of Vienna and the University of Vienna, Vienna, Austria; Centre for Microbiome Research School of Biomedical Sciences, Queensland University of Technology, Translational Research Institute, Woolloongabba, Australia; Centre for Microbiology and Environmental Systems Science, University of Vienna, Vienna, Austria; Centre for Microbiology and Environmental Systems Science, University of Vienna, Vienna, Austria",2025-06-13T15:43:15Z,http://arxiv.org/abs/2506.11896v1
2507.05452v1,Topological Sequence Analysis of Genomes: Delta Complex approaches,"Algebraic topology has been widely applied to point cloud data to capture geometric shapes and topological structures. However, its application to genome sequence analysis remains rare. In this work, we propose topological sequence analysis (TSA) techniques by constructing $\Delta$-complexes and classifying spaces, leading to persistent homology, and persistent path homology on genome sequences. We also develop $\Delta$-complex-based persistent Laplacians to facilitate the topological spectral analysis of genome sequences. Finally, we demonstrate the utility of the proposed TSA approaches in phylogenetic analysis using Ebola virus sequences and whole bacterial genomes. The present TSA methods are more efficient than earlier TSA model, k-mer topology, and thus have a potential to be applied to other time-consuming sequential data analyses, such as those in linguistics, literature, music, media, and social contexts.",Jian Liu; Li Shen; Dong Chen; Guo-Wei Wei,,2025-07-07T20:10:31Z,http://arxiv.org/abs/2507.05452v1
2506.10886v2,"S3Mirror: Making Genomic Data Transfers Fast, Reliable, and Observable   with DBOS","To meet the needs of a large pharmaceutical organization, we set out to create S3Mirror - an application for transferring large genomic sequencing datasets between S3 buckets quickly, reliably, and observably. We used the DBOS Transact durable execution framework to achieve these goals and benchmarked the performance and cost of the application. S3Mirror is an open source DBOS Python application that can run in a variety of environments, including DBOS Cloud Pro, where it runs as much as 40x faster than AWS DataSync at a fraction of the cost. Moreover, S3Mirror is resilient to failures and allows for real-time filewise observability of ongoing and past transfers.",Steven Vasquez-Grinnell; Alex Poliakov,,2025-06-12T16:50:04Z,http://arxiv.org/abs/2506.10886v2
2501.02045v1,METAGENE-1: Metagenomic Foundation Model for Pandemic Monitoring,"We pretrain METAGENE-1, a 7-billion-parameter autoregressive transformer model, which we refer to as a metagenomic foundation model, on a novel corpus of diverse metagenomic DNA and RNA sequences comprising over 1.5 trillion base pairs. This dataset is sourced from a large collection of human wastewater samples, processed and sequenced using deep metagenomic (next-generation) sequencing methods. Unlike genomic models that focus on individual genomes or curated sets of specific species, the aim of METAGENE-1 is to capture the full distribution of genomic information present within this wastewater, to aid in tasks relevant to pandemic monitoring and pathogen detection. We carry out byte-pair encoding (BPE) tokenization on our dataset, tailored for metagenomic sequences, and then pretrain our model. In this paper, we first detail the pretraining dataset, tokenization strategy, and model architecture, highlighting the considerations and design choices that enable the effective modeling of metagenomic data. We then show results of pretraining this model on our metagenomic dataset, providing details about our losses, system metrics, and training stability over the course of pretraining. Finally, we demonstrate the performance of METAGENE-1, which achieves state-of-the-art results on a set of genomic benchmarks and new evaluations focused on human-pathogen detection and genomic sequence embedding, showcasing its potential for public health applications in pandemic monitoring, biosurveillance, and early detection of emerging health threats.",Ollie Liu; Sami Jaghouar; Johannes Hagemann; Shangshang Wang; Jason Wiemels; Jeff Kaufman; Willie Neiswanger,,2025-01-03T18:44:43Z,http://arxiv.org/abs/2501.02045v1
2501.04941v1,MyESL: Sparse learning in molecular evolution and phylogenetic analysis,"Evolutionary sparse learning (ESL) uses a supervised machine learning approach, Least Absolute Shrinkage and Selection Operator (LASSO), to build models explaining the relationship between a hypothesis and the variation across genomic features (e.g., sites) in sequence alignments. ESL employs sparsity between and within the groups of genomic features (e.g., genomic loci) by using sparse-group LASSO. Although some software packages are available for performing sparse group LASSO, we found them less well-suited for processing and analyzing genome-scale data containing millions of features, such as bases. MyESL software fills the need for open-source software for conducting ESL analyses with facilities to pre-process the input hypotheses and large alignments, make LASSO flexible and computationally efficient, and post-process the output model to produce different metrics useful in functional or evolutionary genomics. MyESL can take phylogenetic trees and sequence alignments as input and transform them into numeric responses and features, respecetively. The model outputs are processed into user-friendly text and graphical files. The computational core of MyESL is written in C++, which offers model building with or without group sparsity, while the pre- and post-processing of inputs and model outputs is performed using customized functions written in Python. One of its applications in phylogenomics showcases the utility of MyESL. Our analysis of empirical genome-scale datasets shows that MyESL can build evolutionary models quickly and efficiently on a personal desktop, while other computational packages were unable due to their prohibitive requirements of computational resources and time. MyESL is available for Python environments on Linux and distributed as a standalone application for Windows and macOS. It is available from https://github.com/kumarlabgit/MyESL.",Maxwell Sanderford; Sudip Sharma; Glen Stecher; Jun Liu; Jieping Ye; Sudhir Kumar,,2025-01-09T03:16:16Z,http://arxiv.org/abs/2501.04941v1
2501.11217v1,CoverM: Read alignment statistics for metagenomics,"Genome-centric analysis of metagenomic samples is a powerful method for understanding the function of microbial communities. Calculating read coverage is a central part of analysis, enabling differential coverage binning for recovery of genomes and estimation of microbial community composition. Coverage is determined by processing read alignments to reference sequences of either contigs or genomes. Per-reference coverage is typically calculated in an ad-hoc manner, with each software package providing its own implementation and specific definition of coverage. Here we present a unified software package CoverM which calculates several coverage statistics for contigs and genomes in an ergonomic and flexible manner. It uses 'Mosdepth arrays' for computational efficiency and avoids unnecessary I/O overhead by calculating coverage statistics from streamed read alignment results. CoverM is free software available at https://github.com/wwood/coverm. CoverM is implemented in Rust, with Python (https://github.com/apcamargo/pycoverm) and Julia (https://github.com/JuliaBinaryWrappers/CoverM_jll.jl) interfaces.",Samuel T. N. Aroney; Rhys J. P. Newell; Jakob N. Nissen; Antonio Pedro Camargo; Gene W. Tyson; Ben J. Woodcroft,"Centre for Microbiome Research, School of Biomedical Sciences, Queensland University of Technology; Centre for Microbiome Research, School of Biomedical Sciences, Queensland University of Technology; The Novo Nordisk Foundation Center for Protein Research, University of Copenhagen; Departamento de Genética e Evolução, Instituto de Biologia, Universidade Estadual de Campinas; Centre for Microbiome Research, School of Biomedical Sciences, Queensland University of Technology; Centre for Microbiome Research, School of Biomedical Sciences, Queensland University of Technology",2025-01-20T01:43:39Z,http://arxiv.org/abs/2501.11217v1
2502.03499v1,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and   Multi-Task Learning,"Large Language Models (LLMs) demonstrate remarkable generalizability across diverse tasks, yet genomic foundation models (GFMs) still require separate finetuning for each downstream application, creating significant overhead as model sizes grow. Moreover, existing GFMs are constrained by rigid output formats, limiting their applicability to various genomic tasks. In this work, we revisit the transformer-based auto-regressive models and introduce Omni-DNA, a family of cross-modal multi-task models ranging from 20 million to 1 billion parameters. Our approach consists of two stages: (i) pretraining on DNA sequences with next token prediction objective, and (ii) expanding the multi-modal task-specific tokens and finetuning for multiple downstream tasks simultaneously. When evaluated on the Nucleotide Transformer and GB benchmarks, Omni-DNA achieves state-of-the-art performance on 18 out of 26 tasks. Through multi-task finetuning, Omni-DNA addresses 10 acetylation and methylation tasks at once, surpassing models trained on each task individually. Finally, we design two complex genomic tasks, DNA2Function and Needle-in-DNA, which map DNA sequences to textual functional descriptions and images, respectively, indicating Omni-DNA's cross-modal capabilities to broaden the scope of genomic applications. All the models are available through https://huggingface.co/collections/zehui127",Zehui Li; Vallijah Subasri; Yifei Shen; Dongsheng Li; Yiren Zhao; Guy-Bart Stan; Caihua Shan,,2025-02-05T09:20:52Z,http://arxiv.org/abs/2502.03499v1
